Date,EU_Trend,OF_Trend,OS_Trend,SF_Trend,USB_Trend,PLT_Trend,PLD_Trend,USDI_Price,USDI_Open,USDI_High,USDI_Low,USDI_Volume,USDI_Trend
5/3/2013,1,1,1,1,1,0,0,82.195,82.29,82.61,81.835,41770,0
5/6/2013,0,1,1,1,1,0,1,82.378,82.14,82.475,82.04,20040,1
5/7/2013,1,0,0,0,1,0,0,82.335,82.38,82.425,82.12,18350,0
5/8/2013,1,0,1,1,0,1,1,81.951,82.365,82.4,81.78,25100,0
5/9/2013,0,1,0,1,1,1,1,82.875,81.965,82.915,81.835,34970,1
5/10/2013,0,0,0,0,1,0,1,83.231,82.815,83.52,82.765,45850,1
5/13/2013,0,0,0,0,1,0,1,83.365,83.265,83.455,83.15,21770,1
5/14/2013,0,0,0,0,1,1,1,83.713,83.245,83.835,83.045,44350,1
5/15/2013,0,1,1,0,0,0,0,83.961,83.72,84.22,83.68,41080,1
5/16/2013,0,1,1,0,0,0,1,83.722,83.89,84.125,83.57,40060,0
5/17/2013,0,1,1,0,1,0,0,84.387,83.88,84.515,83.865,47330,1
5/20/2013,1,1,1,1,1,1,1,83.842,84.24,84.4,83.8,34690,0
5/21/2013,1,0,0,0,0,0,0,83.955,83.885,84.3,83.735,42610,1
5/22/2013,0,0,0,1,1,1,1,84.459,83.865,84.51,83.52,70880,1
5/23/2013,1,0,1,1,0,0,0,83.803,84.435,84.595,83.665,61590,0
5/24/2013,0,1,0,0,0,0,0,83.758,83.92,84.02,83.5,39610,0
5/28/2013,0,1,1,0,1,1,1,84.172,83.725,84.365,83.705,39150,1
5/29/2013,1,0,0,1,0,1,0,83.705,84.385,84.43,83.54,47180,0
5/30/2013,1,0,1,1,1,1,1,83.067,83.605,83.765,83.01,50610,0
5/31/2013,0,0,0,0,1,0,0,83.401,83.1,83.65,83.05,40090,1
6/3/2013,1,1,1,1,0,1,1,82.688,83.355,83.415,82.455,50020,0
6/4/2013,1,1,1,0,1,0,0,82.802,82.73,83,82.63,25270,1
6/5/2013,1,0,0,1,0,1,1,82.612,82.855,82.91,82.505,42710,0
6/6/2013,1,1,1,1,0,1,1,81.537,82.605,82.69,81.065,106680,0
6/7/2013,0,1,1,0,1,0,0,81.66,81.585,81.855,81.08,74330,1
6/10/2013,1,0,0,1,1,1,1,81.651,81.8,82.09,81.59,54890,0
6/11/2013,1,0,0,0,0,0,0,81.11,81.72,81.75,81.025,59580,0
6/12/2013,1,1,1,0,1,0,1,80.946,81.1,81.31,80.745,66880,0
6/13/2013,1,1,1,0,0,0,0,80.742,80.865,80.98,80.505,28560,0
6/14/2013,0,1,1,1,0,0,1,80.65,80.755,81,80.595,14580,0
6/17/2013,1,0,1,0,1,0,0,80.733,80.64,80.805,80.63,790,1
6/18/2013,1,1,1,1,1,1,0,80.749,80.81,81.155,80.71,43940,1
6/19/2013,0,1,0,0,1,0,0,81.595,80.86,81.665,80.615,47800,1
6/20/2013,0,0,0,0,1,0,0,82.096,81.555,82.32,81.44,58000,1
6/21/2013,0,0,0,1,1,1,1,82.517,81.91,82.745,81.765,53830,1
6/24/2013,0,1,1,0,1,0,0,82.633,82.71,83.05,82.525,42420,1
6/25/2013,0,1,1,0,1,1,1,82.8,82.58,82.95,82.44,38000,1
7/1/2013,1,1,1,0,0,1,1,83.253,83.41,83.47,83.175,25010,0
7/2/2013,0,1,1,0,0,0,0,83.764,83.205,83.835,83.17,31750,1
7/3/2013,1,1,1,1,1,0,1,83.451,83.79,83.935,83.275,33940,0
7/5/2013,0,1,1,0,1,0,1,84.689,84.125,84.93,84.065,50500,1
7/8/2013,1,0,0,1,0,1,1,84.414,84.83,84.835,84.355,31400,0
7/9/2013,0,1,1,0,1,1,1,84.781,84.485,84.965,84.31,41450,1
7/10/2013,1,1,1,1,1,1,1,84.234,84.875,84.925,83.64,51060,0
7/11/2013,1,0,0,1,0,1,0,82.915,82.87,83.425,82.6,52530,0
7/12/2013,0,1,1,0,1,0,0,83.163,82.93,83.4,82.885,32220,1
7/15/2013,0,1,1,0,0,1,1,83.196,83.115,83.62,83.035,27750,1
7/16/2013,1,1,0,1,0,1,1,82.637,83.245,83.27,82.525,32230,0
7/17/2013,0,0,1,0,0,0,1,82.84,82.685,83.055,82.475,52420,1
7/18/2013,0,1,1,1,1,1,1,82.955,82.82,83.16,82.76,25500,1
7/19/2013,1,0,1,0,0,1,1,82.711,82.91,83.06,82.62,21300,0
7/22/2013,1,1,0,1,1,1,0,82.317,82.7,82.74,82.13,31660,0
7/23/2013,1,1,1,0,1,0,0,82.04,82.27,82.47,82.01,25190,0
7/24/2013,0,0,0,0,1,0,1,82.4,82.12,82.515,82.02,34340,1
7/25/2013,1,1,1,1,0,1,0,82.053,82.45,82.5,81.71,26390,0
7/26/2013,1,0,0,0,0,0,0,81.764,81.88,81.92,81.64,25300,0
7/29/2013,0,1,0,1,1,1,1,81.763,81.775,81.935,81.61,27240,0
7/30/2013,1,0,0,1,1,0,0,81.919,81.805,82.09,81.69,34460,1
8/1/2013,0,1,1,0,1,0,1,82.427,81.76,82.495,81.69,44850,1
8/2/2013,1,0,0,1,0,1,0,81.978,82.43,82.61,81.9,43030,0
8/5/2013,0,0,0,0,1,1,1,81.936,82.01,82.16,81.81,24480,0
8/6/2013,1,0,0,0,1,0,0,81.658,81.93,82.015,81.56,28730,0
8/7/2013,1,0,0,0,0,1,0,81.323,81.625,81.88,81.27,39510,0
8/8/2013,1,0,0,1,0,1,1,81.027,81.325,81.395,80.895,36430,0
8/9/2013,0,1,1,1,0,1,1,81.17,81.1,81.225,80.97,18620,1
8/12/2013,0,1,1,1,1,0,0,81.374,81.195,81.55,81.11,21120,1
8/13/2013,0,1,1,1,1,0,0,81.815,81.515,81.925,81.435,26370,1
8/14/2013,0,1,1,1,0,1,1,81.758,81.795,81.905,81.66,20070,0
8/16/2013,0,0,1,1,1,0,1,81.293,81.175,81.44,81.065,25750,1
8/19/2013,1,0,0,1,1,0,0,81.26,81.32,81.415,81.17,21270,0
8/20/2013,1,1,0,0,0,1,0,80.934,81.315,81.38,80.77,30890,0
8/21/2013,0,0,0,1,1,0,0,81.223,80.945,81.55,80.925,37470,1
8/22/2013,0,1,1,0,1,1,1,81.531,81.45,81.95,81.41,34230,1
8/23/2013,1,1,1,1,0,0,0,81.392,81.545,81.7,81.245,30450,0
8/26/2013,0,0,0,1,0,1,0,81.441,81.4,81.555,81.305,16700,1
8/27/2013,1,1,1,1,0,0,0,81.2,81.385,81.615,81.14,34090,0
8/28/2013,0,1,1,0,1,1,0,81.465,81.165,81.64,81.135,31640,1
8/29/2013,0,0,0,0,0,0,0,82.003,81.5,82.27,81.42,41840,1
8/30/2013,0,0,0,0,1,1,0,82.142,82.025,82.325,81.93,27160,1
9/3/2013,0,1,1,1,1,1,0,82.401,82.35,82.78,82.28,31780,1
9/4/2013,1,0,0,0,1,0,0,82.205,82.405,82.47,82.105,22100,0
9/5/2013,0,1,1,1,1,0,0,82.668,82.225,82.71,82.1,44640,1
9/6/2013,1,1,1,1,0,1,1,82.167,82.67,82.7,81.935,39060,0
9/9/2013,1,0,0,0,0,0,0,81.796,82.25,82.33,81.685,31870,0
9/10/2013,1,0,0,0,1,0,1,81.819,81.835,81.985,81.73,29330,1
9/11/2013,1,1,1,1,0,0,0,81.522,81.83,81.94,81.455,43840,0
9/12/2013,0,1,1,0,0,0,1,81.491,81.49,81.74,81.35,20720,0
9/13/2013,0,1,0,0,0,1,1,81.448,81.535,81.73,81.415,16040,0
9/16/2013,1,0,0,0,0,0,1,81.072,81.16,81.19,81.005,610,0
9/17/2013,1,0,0,0,0,0,1,81.295,81.42,81.505,81.245,13010,1
9/18/2013,1,1,1,1,0,1,0,80.367,81.3,81.37,80.17,48160,0
9/19/2013,1,0,0,1,1,0,1,80.48,80.285,80.56,80.155,36220,1
9/20/2013,0,1,0,0,0,0,0,80.549,80.45,80.685,80.405,22690,1
9/23/2013,0,0,0,1,0,0,0,80.571,80.47,80.645,80.395,14780,1
9/24/2013,0,1,0,0,0,1,1,80.69,80.57,80.745,80.52,15620,1
9/25/2013,1,0,0,1,0,1,1,80.443,80.69,80.74,80.395,19240,0
9/26/2013,0,1,1,0,1,0,0,80.638,80.485,80.76,80.405,17850,1
9/27/2013,1,0,0,1,0,1,1,80.377,80.65,80.7,80.205,17030,0
9/30/2013,1,0,0,0,1,0,0,80.323,80.46,80.49,80.115,16350,0
10/1/2013,1,0,0,0,1,0,0,80.25,80.35,80.41,79.955,28640,0
10/3/2013,1,0,0,1,0,0,0,79.846,79.935,80.02,79.72,15640,0
10/4/2013,0,1,1,0,1,1,0,80.22,79.85,80.285,79.78,14310,1
10/7/2013,1,1,0,1,0,1,1,80.026,80.2,80.235,79.97,13140,0
10/8/2013,0,1,1,1,1,1,1,80.132,80,80.17,79.915,15810,1
10/9/2013,0,0,0,0,1,0,0,80.466,79.97,80.865,79.95,29220,1
10/10/2013,0,1,1,0,1,0,1,80.517,80.5,80.685,80.395,16000,1
10/11/2013,1,0,0,0,1,0,1,80.452,80.58,80.625,80.34,14420,0
10/14/2013,1,0,1,1,1,1,1,80.311,80.385,80.475,80.2,10070,0
10/15/2013,0,0,0,0,0,1,0,80.561,80.445,80.8,80.34,25390,1
10/16/2013,1,1,1,1,0,1,1,80.563,80.585,80.85,80.37,18320,0
10/17/2013,1,0,0,1,0,1,1,79.718,80.635,80.65,79.68,26220,0
10/18/2013,1,1,1,1,0,1,1,79.727,79.77,79.82,79.55,12860,1
10/21/2013,0,0,0,1,1,0,1,79.751,79.73,79.875,79.68,11060,1
10/22/2013,1,1,0,1,0,1,1,79.29,79.785,79.86,79.235,20370,0
10/23/2013,0,0,0,0,0,0,0,79.329,79.31,79.44,79.19,13440,1
10/24/2013,1,0,1,1,1,1,1,79.245,79.355,79.375,79.135,13680,0
10/25/2013,1,0,1,0,0,1,0,79.246,79.255,79.38,79.06,11620,0
10/28/2013,0,1,1,0,1,1,1,79.306,79.3,79.445,79.205,10850,1
10/29/2013,0,0,0,0,0,0,1,79.67,79.385,79.74,79.34,18070,1
10/30/2013,0,1,0,1,1,1,0,79.837,79.7,79.975,79.485,16310,1
11/1/2013,0,0,0,1,1,1,1,80.81,80.33,80.87,80.32,31320,1
11/4/2013,1,1,0,0,0,1,1,80.64,80.81,81.025,80.61,17470,0
11/5/2013,0,0,0,0,1,0,1,80.787,80.63,80.895,80.575,15130,1
11/6/2013,1,0,1,1,0,1,1,80.559,80.785,80.8,80.455,14700,0
11/7/2013,0,0,0,0,0,0,0,80.854,80.625,81.565,80.52,42950,1
11/8/2013,0,1,0,0,1,0,0,81.387,80.955,81.58,80.79,32560,1
11/11/2013,1,1,1,1,1,0,0,81.2,81.38,81.42,81.13,15260,0
11/12/2013,1,0,0,0,1,0,0,81.252,81.19,81.545,81.08,21320,1
11/13/2013,1,1,1,0,0,1,0,80.983,81.22,81.35,80.8,20980,0
11/14/2013,0,1,1,1,0,1,1,81.086,80.865,81.27,80.855,18550,1
11/15/2013,1,0,0,0,1,0,0,80.898,81.11,81.21,80.835,14950,0
11/18/2013,1,0,0,0,0,0,0,80.826,80.875,80.965,80.6,13750,0
11/19/2013,1,0,1,1,1,1,1,80.744,80.74,80.875,80.605,14420,0
11/20/2013,0,1,1,0,1,0,0,81.172,80.62,81.2,80.56,31440,1
11/21/2013,1,1,1,1,0,0,1,81.117,81.19,81.335,81,17610,0
11/22/2013,1,1,0,0,0,0,1,80.742,81.04,81.135,80.685,14670,0
11/25/2013,0,0,0,0,0,1,1,80.963,80.72,81.06,80.67,14880,1
11/26/2013,1,0,0,0,0,0,0,80.638,80.83,80.94,80.62,21770,0
11/27/2013,1,1,0,0,1,0,0,80.747,80.69,80.815,80.5,16930,1
11/29/2013,0,0,1,1,0,1,0,80.657,80.565,80.695,80.495,9810,0
12/2/2013,0,1,1,0,1,0,0,80.942,80.685,80.99,80.51,19880,1
12/3/2013,1,1,1,0,0,1,1,80.618,80.95,81.015,80.51,17510,0
12/4/2013,1,0,1,1,1,1,1,80.628,80.675,80.93,80.545,23060,1
12/5/2013,1,0,1,0,1,0,1,80.241,80.675,80.845,80.23,33750,0
12/6/2013,1,1,1,1,0,0,0,80.315,80.305,80.64,80.22,22550,1
12/9/2013,1,0,0,1,0,1,0,80.14,80.23,80.33,80.12,15630,0
12/10/2013,1,0,1,1,0,1,1,79.964,80.155,80.16,79.835,24110,0
12/11/2013,1,1,0,1,1,0,0,79.89,79.99,80.055,79.755,29720,0
12/12/2013,0,0,1,0,1,0,0,80.208,79.965,80.25,79.85,22430,1
12/13/2013,0,1,0,1,0,0,0,80.22,80.22,80.42,80.15,12710,1
1/2/2014,0,0,0,1,0,1,1,80.788,80.43,80.865,80.43,22420,1
1/3/2014,0,0,0,1,1,1,0,80.955,80.765,81.06,80.64,19020,1
1/6/2014,1,0,0,0,0,1,1,80.806,81,81.08,80.69,24670,0
1/7/2014,0,1,1,0,0,0,1,80.98,80.86,81.105,80.755,24800,1
1/8/2014,0,0,0,0,1,1,0,81.162,81.065,81.335,80.98,38070,1
1/9/2014,1,0,0,1,0,1,0,81.135,81.215,81.33,80.985,28070,0
1/10/2014,1,1,1,1,0,1,1,80.754,81.085,81.27,80.62,38730,0
1/13/2014,1,0,0,1,0,1,0,80.611,80.745,80.855,80.56,18580,0
1/14/2014,1,0,1,0,1,0,0,80.756,80.67,80.79,80.54,13170,1
1/15/2014,0,1,1,0,1,1,1,81.144,80.755,81.255,80.75,23120,1
1/16/2014,1,0,0,0,0,1,1,81.021,81.185,81.205,80.87,21420,0
1/17/2014,0,0,0,1,0,1,1,81.362,81.045,81.43,81.015,21140,1
1/21/2014,1,1,1,0,1,0,1,81.226,81.305,81.525,81.145,25590,0
1/22/2014,0,1,1,0,1,1,0,81.305,81.175,81.335,81.075,15000,1
1/23/2014,1,0,1,1,0,1,0,80.525,81.38,81.4,80.49,34880,0
1/24/2014,0,1,0,0,0,0,0,80.541,80.565,80.64,80.22,26810,1
1/27/2014,0,0,0,1,1,0,0,80.612,80.53,80.65,80.39,14360,1
1/28/2014,0,1,1,0,1,0,0,80.657,80.59,80.845,80.475,13150,1
1/29/2014,0,1,1,1,0,1,0,80.581,80.71,80.9,80.515,22060,0
1/30/2014,0,1,1,0,1,0,0,81.193,80.64,81.245,80.635,24070,1
2/3/2014,1,0,0,1,0,1,0,81.11,81.385,81.42,81.09,20220,0
2/4/2014,0,0,1,0,1,0,0,81.224,81.17,81.325,81.075,14220,1
2/5/2014,1,1,0,1,1,1,1,81.129,81.215,81.345,80.82,24510,0
2/6/2014,1,1,1,1,1,0,1,81.002,81.16,81.35,80.805,28100,0
2/7/2014,1,1,1,0,0,1,1,80.758,80.965,81.095,80.63,20860,0
2/10/2014,1,0,0,1,0,1,1,80.727,80.82,80.84,80.665,10590,0
2/11/2014,0,1,1,1,1,1,1,80.704,80.61,80.745,80.51,24070,0
2/12/2014,0,1,0,1,1,1,1,80.741,80.705,80.915,80.57,18610,1
2/13/2014,1,0,1,1,0,1,1,80.378,80.745,80.75,80.245,25280,0
2/14/2014,1,1,1,1,1,1,1,80.179,80.35,80.36,80.105,17480,0
2/18/2014,1,1,1,1,0,0,0,80.046,80.2,80.265,80,17200,0
2/19/2014,0,1,1,0,1,0,0,80.186,80.01,80.28,79.95,17970,1
2/20/2014,0,0,0,0,1,1,1,80.316,80.215,80.465,80.07,19570,1
2/21/2014,1,0,0,0,0,1,1,80.27,80.355,80.44,80.205,13850,0
2/24/2014,0,1,1,1,1,1,1,80.225,80.275,80.4,80.125,11980,0
2/25/2014,1,0,0,0,0,1,0,80.165,80.255,80.295,80.05,16550,0
2/26/2014,0,1,1,0,0,0,0,80.463,80.16,80.555,80.125,22710,1
2/27/2014,1,0,0,0,0,1,1,80.306,80.42,80.6,80.255,19970,0
3/3/2014,0,1,1,1,0,1,1,80.09,79.855,80.11,79.78,22930,1
3/4/2014,1,0,0,0,1,1,1,80.183,80.1,80.22,79.925,15660,1
3/5/2014,0,0,0,1,1,1,1,80.117,80.14,80.285,80.06,15260,0
3/6/2014,1,1,1,1,1,1,1,79.665,80.12,80.21,79.59,35470,0
3/7/2014,1,1,1,0,1,0,1,79.722,79.675,79.855,79.44,26140,1
3/10/2014,0,0,0,0,0,1,0,79.769,79.685,79.83,79.635,19690,1
3/11/2014,0,1,0,0,0,0,0,79.735,79.77,79.94,79.71,21540,0
3/12/2014,1,0,0,1,0,1,1,79.612,79.8,79.85,79.55,33360,0
3/13/2014,0,0,1,0,0,1,1,79.626,79.64,79.695,79.275,26540,1
3/14/2014,1,1,1,1,1,0,0,79.438,79.605,79.695,79.325,14410,0
3/17/2014,1,0,0,0,1,0,1,79.311,79.425,79.555,79.33,1430,0
3/18/2014,1,1,1,0,0,0,0,79.544,79.515,79.675,79.425,16750,1
3/19/2014,0,0,1,0,1,0,0,80.133,79.52,80.25,79.49,25760,1
3/20/2014,0,1,0,0,1,0,1,80.353,80.18,80.505,80.055,28090,1
3/21/2014,1,1,1,0,0,0,1,80.261,80.335,80.385,80.195,20160,0
3/24/2014,1,0,0,0,0,0,1,80.079,80.27,80.45,79.9,18280,0
3/25/2014,0,1,0,0,1,0,0,80.088,80.085,80.42,80.005,17640,1
3/26/2014,0,1,1,0,0,0,0,80.169,80.12,80.29,80.06,11940,1
3/27/2014,0,1,1,0,0,0,0,80.252,80.165,80.35,80.1,15610,1
3/28/2014,1,1,1,0,1,1,1,80.335,80.295,80.4,80.205,12670,1
3/31/2014,1,0,0,1,0,1,1,80.254,80.35,80.575,80.115,21110,0
4/1/2014,1,0,0,0,1,1,1,80.249,80.255,80.285,80.125,10640,0
4/2/2014,0,0,0,1,1,1,1,80.372,80.245,80.435,80.15,15830,1
4/3/2014,0,1,1,0,0,1,1,80.64,80.38,80.685,80.24,40190,1
4/4/2014,0,1,1,0,0,1,1,80.571,80.6,80.77,80.485,24500,0
4/7/2014,1,0,0,1,0,0,0,80.355,80.57,80.595,80.31,10470,0
4/8/2014,1,1,1,1,0,1,1,79.835,80.345,80.35,79.8,25960,0
4/9/2014,1,1,1,0,1,1,1,79.553,79.875,79.955,79.535,20310,0
4/10/2014,1,0,0,1,0,1,1,79.45,79.615,79.645,79.385,22540,0
4/11/2014,0,0,0,0,0,1,1,79.523,79.48,79.63,79.43,12800,1
4/14/2014,0,1,1,1,1,0,1,79.805,79.63,79.905,79.62,10510,1
4/15/2014,0,0,1,0,0,0,0,79.888,79.85,79.985,79.76,11180,1
4/16/2014,1,1,0,1,1,0,1,79.883,79.895,79.955,79.715,10730,0
4/17/2014,0,0,1,0,1,0,1,79.903,79.87,79.95,79.65,7530,1
4/21/2014,0,1,0,0,0,0,0,80.03,79.94,80.06,79.865,7590,1
4/22/2014,1,0,0,1,0,0,1,79.995,80.065,80.065,79.865,11180,0
4/23/2014,1,0,0,1,0,1,1,79.935,79.98,80.005,79.77,13260,0
4/25/2014,1,0,0,1,0,1,1,79.818,79.845,79.88,79.735,8590,0
4/28/2014,1,0,1,0,1,0,0,79.762,79.805,79.91,79.615,11600,0
4/29/2014,0,1,0,0,0,1,1,79.881,79.76,79.92,79.66,10320,1
5/1/2014,1,0,0,0,0,0,1,79.579,79.57,79.605,79.48,7320,1
5/2/2014,1,1,1,1,0,1,0,79.563,79.56,79.935,79.515,23760,0
5/5/2014,1,0,0,0,1,1,1,79.53,79.56,79.58,79.485,8130,0
5/6/2014,1,0,1,1,0,1,1,79.126,79.55,79.565,79.09,27540,0
5/7/2014,0,1,1,0,0,0,0,79.243,79.165,79.29,79.125,16460,1
5/8/2014,0,0,0,0,1,0,1,79.402,79.27,79.505,78.93,44180,1
5/9/2014,0,0,0,0,1,0,0,79.961,79.46,79.97,79.46,27410,1
5/12/2014,0,1,1,1,1,1,1,79.965,79.915,79.97,79.84,12500,0
5/13/2014,0,1,1,0,0,1,1,80.213,79.955,80.285,79.92,26800,1
5/14/2014,1,1,1,1,0,1,1,80.135,80.17,80.185,80.05,15350,0
5/15/2014,0,1,0,0,0,0,0,80.064,80.115,80.405,79.985,23000,0
5/16/2014,0,0,1,0,1,0,1,80.107,80.06,80.18,80.03,12150,1
5/19/2014,1,0,1,0,1,1,1,80.048,80.11,80.11,79.935,10520,0
5/20/2014,0,1,0,1,0,0,1,80.093,80.08,80.17,80.055,7930,1
5/21/2014,0,1,1,0,1,1,1,80.15,80.075,80.37,79.94,17890,1
5/22/2014,0,0,0,1,1,1,1,80.305,80.135,80.335,80.125,10920,1
5/23/2014,0,1,1,0,0,0,0,80.45,80.295,80.49,80.285,10910,1
5/27/2014,0,0,0,0,0,0,0,80.405,80.335,80.52,80.225,12490,0
5/28/2014,0,0,0,0,0,0,1,80.62,80.4,80.63,80.38,13970,1
5/29/2014,1,1,1,0,1,1,0,80.54,80.61,80.61,80.4,12370,0
5/30/2014,1,0,0,0,1,0,1,80.404,80.535,80.545,80.35,10070,0
6/2/2014,0,0,0,1,1,0,0,80.69,80.405,80.73,80.405,21370,1
6/3/2014,1,0,1,1,1,0,1,80.593,80.69,80.715,80.475,13460,0
6/4/2014,0,0,0,1,1,1,1,80.706,80.6,80.715,80.51,13360,1
6/5/2014,1,1,1,1,0,1,1,80.403,80.685,81.065,80.345,53910,0
6/6/2014,0,0,1,0,1,1,1,80.427,80.4,80.555,80.265,26060,1
6/9/2014,0,1,1,1,1,0,0,80.682,80.445,80.705,80.33,17920,1
6/10/2014,0,0,0,1,1,1,1,80.846,80.645,80.885,80.575,19330,1
6/11/2014,0,1,1,1,1,1,1,80.809,80.835,80.915,80.695,25400,0
6/12/2014,1,1,1,1,0,0,0,80.59,80.78,80.84,80.54,19600,0
6/13/2014,0,1,0,1,1,0,0,80.656,80.595,80.715,80.455,13680,1
6/16/2014,1,0,0,1,0,0,0,80.468,80.64,80.71,80.505,1330,0
6/17/2014,0,1,1,1,1,1,1,80.716,80.555,80.76,80.485,10820,1
6/18/2014,1,1,0,1,0,1,1,80.67,80.7,80.97,80.47,20250,0
6/19/2014,1,1,1,1,1,1,1,80.396,80.47,80.52,80.24,25780,0
6/20/2014,0,0,1,1,0,0,0,80.441,80.37,80.575,80.28,13790,1
6/23/2014,1,0,0,0,1,0,1,80.338,80.445,80.465,80.315,9910,0
6/24/2014,1,1,0,1,0,1,1,80.393,80.355,80.505,80.255,15470,1
6/25/2014,1,0,1,1,0,0,1,80.265,80.385,80.41,80.14,27800,0
6/26/2014,0,0,0,0,0,1,1,80.279,80.255,80.44,80.19,19950,1
6/27/2014,1,1,1,0,1,1,1,80.086,80.255,80.27,80.06,16750,0
6/30/2014,1,0,0,0,1,1,1,79.811,80.075,80.125,79.8,24940,0
7/1/2014,0,0,0,1,1,1,1,79.845,79.84,79.895,79.77,18400,1
7/2/2014,0,0,0,1,1,1,1,79.985,79.86,80.025,79.835,15150,1
7/3/2014,0,0,0,0,1,0,1,80.281,79.99,80.6,79.975,23380,1
7/7/2014,1,0,0,0,0,0,1,80.267,80.33,80.405,80.24,11010,0
7/8/2014,1,0,1,1,0,1,1,80.221,80.265,80.345,80.19,7890,0
7/9/2014,1,0,0,0,0,1,0,80.042,80.195,80.275,80.025,18690,0
7/10/2014,0,1,1,1,0,1,1,80.17,80.055,80.245,80.02,13260,1
7/11/2014,0,0,0,0,0,0,1,80.229,80.185,80.28,80.07,11980,1
7/14/2014,1,1,1,0,1,0,0,80.23,80.22,80.285,80.12,8430,0
7/15/2014,0,0,0,0,1,0,0,80.446,80.21,80.47,80.175,26230,1
7/16/2014,0,0,1,0,0,0,1,80.625,80.42,80.655,80.42,16340,1
7/17/2014,1,1,1,1,0,1,1,80.57,80.595,80.665,80.54,13440,0
7/18/2014,0,0,0,0,1,0,0,80.595,80.605,80.755,80.545,20980,1
7/21/2014,0,1,1,1,0,0,0,80.627,80.58,80.665,80.49,11520,1
7/22/2014,0,0,0,0,0,0,0,80.865,80.64,80.925,80.61,31960,1
7/23/2014,0,1,0,0,1,0,0,80.915,80.87,80.92,80.805,14120,1
7/24/2014,0,0,0,0,1,0,0,80.962,80.89,80.985,80.815,17430,1
7/25/2014,0,1,0,1,0,1,1,81.125,80.945,81.2,80.9,24570,1
7/28/2014,1,0,0,0,1,1,1,81.122,81.15,81.16,81.065,11560,0
7/29/2014,0,1,0,1,0,0,0,81.315,81.09,81.34,81.085,15270,1
7/30/2014,0,0,0,1,1,0,1,81.516,81.29,81.645,81.28,29800,1
7/31/2014,0,0,0,0,1,0,0,81.523,81.5,81.66,81.465,24110,1
8/1/2014,1,0,0,1,0,1,0,81.377,81.53,81.615,81.265,33880,0
8/4/2014,0,1,1,0,0,1,0,81.405,81.395,81.46,81.36,11580,1
8/5/2014,0,0,0,0,1,0,0,81.611,81.4,81.705,81.37,24500,1
8/6/2014,1,0,0,1,0,1,1,81.507,81.615,81.775,81.465,27740,0
8/7/2014,0,1,1,0,0,1,1,81.605,81.5,81.72,81.45,27730,1
8/8/2014,1,0,0,0,1,0,1,81.454,81.625,81.67,81.315,27750,0
8/11/2014,0,0,1,1,0,0,1,81.535,81.47,81.55,81.465,8320,1
8/12/2014,0,0,0,0,1,0,1,81.555,81.535,81.745,81.53,15290,1
8/13/2014,0,1,1,0,0,0,1,81.657,81.575,81.735,81.415,21240,1
8/14/2014,1,0,0,0,0,0,1,81.647,81.665,81.76,81.45,18880,0
8/18/2014,0,0,0,0,1,0,1,81.631,81.5,81.66,81.43,11650,1
8/19/2014,0,0,0,0,1,0,0,81.937,81.65,81.955,81.64,24220,1
8/20/2014,0,1,1,1,1,0,0,82.28,81.94,82.33,81.93,22180,1
8/21/2014,1,1,0,0,0,0,1,82.208,82.29,82.42,82.16,17390,0
8/22/2014,0,0,0,0,0,0,1,82.377,82.235,82.51,82.125,31680,1
8/25/2014,0,1,0,0,0,0,1,82.593,82.62,82.69,82.49,11960,1
8/26/2014,0,0,1,1,1,0,0,82.679,82.64,82.735,82.48,16420,1
8/27/2014,1,1,0,0,0,1,1,82.449,82.69,82.755,82.425,19540,0
8/28/2014,0,0,1,1,0,1,1,82.516,82.49,82.625,82.34,19800,1
8/29/2014,0,1,1,0,1,0,1,82.783,82.495,82.79,82.445,19820,1
9/2/2014,1,0,0,0,1,0,0,83.01,82.78,83.06,82.78,20300,1
9/3/2014,1,1,1,1,0,1,0,82.888,83.005,83.075,82.86,17190,0
9/4/2014,0,0,0,0,1,0,1,83.834,82.89,83.895,82.865,42980,1
9/5/2014,1,0,0,0,1,1,1,83.757,83.935,83.965,83.585,39220,0
9/8/2014,0,0,0,1,1,0,0,84.241,83.885,84.38,83.82,43300,1
9/9/2014,1,0,0,1,1,0,0,84.284,84.35,84.525,84.05,43280,1
9/10/2014,0,0,0,1,1,0,0,84.293,84.12,84.435,84.065,58230,1
9/11/2014,1,1,1,0,1,0,0,84.304,84.255,84.355,84.08,33300,1
9/12/2014,1,0,0,1,1,1,1,84.24,84.295,84.425,84.09,16340,0
9/15/2014,0,0,1,1,0,0,1,84.25,84.17,84.37,84.15,740,1
9/16/2014,1,1,1,1,1,1,1,84.231,84.375,84.495,84.005,35280,0
9/17/2014,0,0,0,0,1,0,0,84.486,84.235,84.86,84.075,66610,1
9/18/2014,1,0,0,0,0,0,0,84.43,84.865,84.9,84.34,32280,0
9/19/2014,0,1,0,0,0,0,0,84.865,84.37,84.935,84.335,37090,1
9/22/2014,1,0,0,0,0,0,0,84.863,84.93,84.975,84.645,18200,0
9/23/2014,0,0,1,0,0,1,1,84.779,84.805,84.875,84.46,24750,0
9/24/2014,0,1,1,0,1,0,1,85.155,84.775,85.22,84.705,30890,1
9/25/2014,0,1,0,0,0,0,0,85.303,85.2,85.615,85.165,39060,1
9/26/2014,0,0,1,0,1,0,0,85.767,85.275,85.825,85.235,24320,1
